vector	position	Fcount	Rcount	sum
pK184	1152	0	0	0
pK184	1153	0	0	0
pK184	1154	0	0	0
pK184	1155	0	0	0
pK184	1156	0	0	0
pK184	1157	0	0	0
pK184	1158	1	0	1
pK184	1159	0	0	0
pK184	1160	0	0	0
pK184	1161	0	0	0
pK184	1162	0	0	0
pK184	1163	0	0	0
pK184	1164	0	0	0
pK184	1165	0	0	0
pK184	1166	0	0	0
pK184	1167	0	0	0
pK184	1168	0	0	0
pK184	1169	0	0	0
pK184	1170	0	0	0
pK184	1171	0	0	0
pK184	1172	0	0	0
pK184	1173	0	0	0
pK184	1174	0	0	0
pK184	1175	0	0	0
pK184	1176	0	0	0
pK184	1177	0	1	1
pK184	1178	0	0	0
pK184	1179	0	0	0
pK184	1180	0	0	0
pK184	1181	0	0	0
pK184	1182	0	0	0
pK184	1183	0	0	0
pK184	1184	0	0	0
pK184	1185	0	0	0
pK184	1186	0	0	0
pK184	1187	0	0	0
pK184	1188	0	0	0
pK184	1189	0	0	0
pK184	1190	0	0	0
pK184	1191	0	0	0
pK184	1192	0	0	0
pK184	1193	0	0	0
pK184	1194	0	0	0
pK184	1195	0	0	0
pK184	1196	0	1	1
pK184	1197	0	0	0
pK184	1198	0	0	0
pK184	1199	0	0	0
pK184	1200	0	0	0
pK184	1201	0	0	0
pK184	1202	0	0	0
pK184	1203	0	0	0
pK184	1204	0	0	0
pK184	1205	0	0	0
pK184	1206	0	0	0
pK184	1207	0	0	0
pK184	1208	0	0	0
pK184	1209	1	0	1
pK184	1210	0	0	0
pK184	1211	0	0	0
pK184	1212	0	0	0
pK184	1213	0	0	0
pK184	1214	0	1	1
pK184	1215	0	0	0
pK184	1216	0	0	0
pK184	1217	0	0	0
pK184	1218	0	0	0
pK184	1219	0	0	0
pK184	1220	0	0	0
pK184	1221	0	0	0
pK184	1222	0	0	0
pK184	1223	0	0	0
pK184	1224	0	0	0
pK184	1225	0	0	0
pK184	1226	0	0	0
pK184	1227	0	2	2
pK184	1228	0	0	0
pK184	1229	0	0	0
pK184	1230	0	0	0
pK184	1231	0	0	0
pK184	1232	0	0	0
pK184	1233	0	0	0
pK184	1234	0	0	0
pK184	1235	0	0	0
pK184	1236	0	0	0
pK184	1237	0	0	0
pK184	1238	0	0	0
pK184	1239	0	0	0
pK184	1240	0	0	0
pK184	1241	0	0	0
pK184	1242	0	0	0
pK184	1243	0	0	0
pK184	1244	0	1	1
pK184	1245	0	0	0
pK184	1246	0	0	0
pK184	1247	0	0	0
pK184	1248	0	0	0
pK184	1249	0	0	0
pK184	1250	0	0	0
pK184	1251	0	0	0
pK184	1252	0	0	0
pK184	1253	0	0	0
pK184	1254	0	0	0
pK184	1255	0	0	0
pK184	1256	0	0	0
pK184	1257	0	0	0
pK184	1258	0	0	0
pK184	1259	0	0	0
pK184	1260	0	0	0
pK184	1261	0	0	0
pK184	1262	0	0	0
pK184	1263	0	0	0
pK184	1264	0	0	0
pK184	1265	0	0	0
pK184	1266	0	0	0
pK184	1267	0	0	0
pK184	1268	0	0	0
pK184	1269	0	1	1
pK184	1270	0	0	0
pK184	1271	0	0	0
pK184	1272	0	0	0
pK184	1273	0	0	0
pK184	1274	0	0	0
pK184	1275	0	0	0
pK184	1276	0	0	0
pK184	1277	0	0	0
pK184	1278	0	0	0
pK184	1279	0	0	0
pK184	1280	0	0	0
pK184	1281	0	0	0
pK184	1282	0	0	0
pK184	1283	0	0	0
pK184	1284	0	0	0
pK184	1285	0	0	0
pK184	1286	0	0	0
pK184	1287	0	0	0
pK184	1288	0	0	0
pK184	1289	0	0	0
pK184	1290	0	0	0
pK184	1291	0	0	0
pK184	1292	0	0	0
pK184	1293	0	0	0
pK184	1294	0	0	0
pK184	1295	0	0	0
pK184	1296	0	0	0
pK184	1297	0	0	0
pK184	1298	0	0	0
pK184	1299	0	0	0
pK184	1300	0	1	1
pK184	1301	0	0	0
pK184	1302	0	0	0
pK184	1303	0	0	0
pK184	1304	0	0	0
pK184	1305	0	0	0
pK184	1306	0	0	0
pK184	1307	0	0	0
pK184	1308	0	0	0
pK184	1309	0	0	0
pK184	1310	0	0	0
pK184	1311	0	0	0
pK184	1312	0	0	0
pK184	1313	0	0	0
pK184	1314	0	0	0
pK184	1315	0	0	0
pK184	1316	0	0	0
pK184	1317	0	0	0
pK184	1318	0	0	0
pK184	1319	0	0	0
pK184	1320	0	0	0
pK184	1321	0	0	0
pK184	1322	0	0	0
pK184	1323	0	0	0
pK184	1324	0	0	0
pK184	1325	0	0	0
pK184	1326	0	0	0
pK184	1327	0	0	0
pK184	1328	0	0	0
pK184	1329	0	0	0
pK184	1330	0	0	0
pK184	1331	0	0	0
pK184	1332	0	0	0
pK184	1333	0	0	0
pK184	1334	0	0	0
pK184	1335	0	0	0
pK184	1336	0	0	0
pK184	1337	0	0	0
pK184	1338	0	0	0
pK184	1339	0	0	0
pK184	1340	0	0	0
pK184	1341	0	0	0
pK184	1342	0	0	0
pK184	1343	0	0	0
pK184	1344	0	0	0
pK184	1345	0	0	0
pK184	1346	0	0	0
pK184	1347	0	0	0
pK184	1348	0	0	0
pK184	1349	0	0	0
pK184	1350	0	0	0
pK184	1351	0	0	0
pK184	1352	0	0	0
pK184	1353	0	0	0
pK184	1354	0	0	0
pK184	1355	0	0	0
pK184	1356	0	0	0
pK184	1357	0	0	0
pK184	1358	0	0	0
pK184	1359	0	0	0
pK184	1360	0	0	0
pK184	1361	0	0	0
pK184	1362	0	0	0
pK184	1363	0	0	0
pK184	1364	0	0	0
pK184	1365	0	0	0
pK184	1366	0	0	0
pK184	1367	0	0	0
pK184	1368	0	0	0
pK184	1369	0	0	0
pK184	1370	0	0	0
pK184	1371	0	0	0
pK184	1372	0	0	0
pK184	1373	0	0	0
pK184	1374	0	0	0
pK184	1375	0	0	0
pK184	1376	0	0	0
pK184	1377	0	0	0
pK184	1378	0	0	0
pK184	1379	0	0	0
pK184	1380	0	0	0
pK184	1381	0	0	0
pK184	1382	0	0	0
pK184	1383	0	0	0
pK184	1384	0	0	0
pK184	1385	0	0	0
pK184	1386	0	0	0
pK184	1387	0	0	0
pK184	1388	0	0	0
pK184	1389	0	0	0
pK184	1390	1	0	1
pK184	1391	0	0	0
pK184	1392	0	0	0
pK184	1393	0	0	0
pK184	1394	0	0	0
pK184	1395	1	0	1
pK184	1396	0	0	0
pK184	1397	0	0	0
pK184	1398	0	0	0
pK184	1399	0	0	0
pK184	1400	0	0	0
pK184	1401	0	0	0
pK184	1402	0	0	0
pK184	1403	0	0	0
pK184	1404	0	0	0
pK184	1405	0	0	0
pK184	1406	0	0	0
pK184	1407	0	0	0
pK184	1408	0	0	0
pK184	1409	0	0	0
pK184	1410	0	0	0
pK184	1411	0	0	0
pK184	1412	0	0	0
pK184	1413	0	0	0
pK184	1414	0	0	0
pK184	1415	0	0	0
pK184	1416	0	0	0
pK184	1417	0	0	0
pK184	1418	0	0	0
pK184	1419	0	0	0
pK184	1420	0	0	0
pK184	1421	0	0	0
pK184	1422	0	0	0
pK184	1423	0	0	0
pK184	1424	0	0	0
pK184	1425	0	0	0
pK184	1426	0	0	0
pK184	1427	0	0	0
pK184	1428	0	0	0
pK184	1429	0	0	0
pK184	1430	0	0	0
pK184	1431	0	0	0
pK184	1432	0	0	0
pK184	1433	0	0	0
pK184	1434	0	0	0
pK184	1435	0	0	0
pK184	1436	0	0	0
pK184	1437	0	0	0
pK184	1438	0	0	0
pK184	1439	0	0	0
pK184	1440	0	0	0
pK184	1441	0	0	0
pK184	1442	0	0	0
pK184	1443	0	0	0
pK184	1444	0	0	0
pK184	1445	0	0	0
pK184	1446	0	0	0
pK184	1447	0	0	0
pK184	1448	0	0	0
pK184	1449	0	0	0
pK184	1450	0	0	0
pK184	1451	0	0	0
pK184	1452	0	0	0
pK184	1453	0	0	0
pK184	1454	0	0	0
pK184	1455	0	0	0
pK184	1456	0	0	0
pK184	1457	0	0	0
pK184	1458	0	0	0
pK184	1459	0	0	0
pK184	1460	0	0	0
pK184	1461	0	0	0
pK184	1462	0	0	0
pK184	1463	0	0	0
pK184	1464	0	0	0
pK184	1465	0	0	0
pK184	1466	0	0	0
pK184	1467	0	0	0
pK184	1468	0	0	0
pK184	1469	0	0	0
pK184	1470	0	0	0
pK184	1471	0	0	0
pK184	1472	0	0	0
pK184	1473	0	0	0
pK184	1474	0	0	0
pK184	1475	0	0	0
pK184	1476	0	0	0
pK184	1477	0	0	0
pK184	1478	0	0	0
pK184	1479	0	0	0
pK184	1480	0	0	0
pK184	1481	0	0	0
pK184	1482	0	0	0
pK184	1483	0	0	0
pK184	1484	0	0	0
pK184	1485	0	0	0
pK184	1486	0	0	0
pK184	1487	0	0	0
pK184	1488	0	0	0
pK184	1489	0	0	0
pK184	1490	0	0	0
pK184	1491	0	0	0
pK184	1492	0	0	0
pK184	1493	0	0	0
pK184	1494	0	0	0
pK184	1495	0	0	0
pK184	1496	0	0	0
pK184	1497	0	0	0
pK184	1498	0	0	0
pK184	1499	0	0	0
pK184	1500	0	0	0
pK184	1501	0	0	0
pK184	1502	0	0	0
pK184	1503	0	0	0
pK184	1504	0	0	0
pK184	1505	0	0	0
pK184	1506	0	0	0
pK184	1507	0	0	0
pK184	1508	0	0	0
pK184	1509	0	0	0
pK184	1510	0	0	0
pK184	1511	0	0	0
pK184	1512	0	0	0
pK184	1513	0	0	0
pK184	1514	0	0	0
pK184	1515	0	0	0
pK184	1516	0	0	0
pK184	1517	0	0	0
pK184	1518	0	0	0
pK184	1519	0	0	0
pK184	1520	0	0	0
pK184	1521	0	0	0
pK184	1522	0	0	0
pK184	1523	0	0	0
pK184	1524	0	0	0
pK184	1525	0	0	0
pK184	1526	0	0	0
pK184	1527	0	0	0
pK184	1528	0	0	0
pK184	1529	0	0	0
pK184	1530	0	0	0
pK184	1531	0	0	0
pK184	1532	0	0	0
pK184	1533	0	0	0
pK184	1534	0	0	0
pK184	1535	0	0	0
pK184	1536	0	0	0
pK184	1537	0	0	0
pK184	1538	0	0	0
pK184	1539	0	0	0
pK184	1540	0	0	0
pK184	1541	0	0	0
pK184	1542	0	0	0
pK184	1543	0	0	0
pK184	1544	0	0	0
pK184	1545	0	0	0
pK184	1546	0	0	0
pK184	1547	0	0	0
pK184	1548	0	0	0
pK184	1549	0	0	0
pK184	1550	0	0	0
pK184	1551	0	0	0
pK184	1552	0	0	0
pK184	1553	0	0	0
pK184	1554	0	0	0
pK184	1555	0	0	0
pK184	1556	0	0	0
pK184	1557	0	0	0
pK184	1558	0	0	0
pK184	1559	0	0	0
pK184	1560	0	0	0
pK184	1561	0	0	0
pK184	1562	0	0	0
pK184	1563	0	0	0
pK184	1564	0	0	0
pK184	1565	0	0	0
pK184	1566	0	0	0
pK184	1567	0	0	0
pK184	1568	0	0	0
pK184	1569	0	0	0
pK184	1570	0	0	0
pK184	1571	0	0	0
pK184	1572	0	0	0
pK184	1573	0	0	0
pK184	1574	0	0	0
pK184	1575	0	0	0
pK184	1576	0	0	0
pK184	1577	0	0	0
pK184	1578	0	0	0
pK184	1579	0	0	0
pK184	1580	0	0	0
pK184	1581	0	0	0
pK184	1582	0	0	0
pK184	1583	0	0	0
pK184	1584	0	0	0
pK184	1585	0	0	0
pK184	1586	0	0	0
pK184	1587	0	0	0
pK184	1588	0	0	0
pK184	1589	0	0	0
pK184	1590	0	0	0
pK184	1591	0	0	0
pK184	1592	0	0	0
pK184	1593	0	0	0
pK184	1594	0	0	0
pK184	1595	0	0	0
pK184	1596	0	0	0
pK184	1597	0	0	0
pK184	1598	0	0	0
pK184	1599	0	0	0
pK184	1600	0	0	0
pK184	1601	0	0	0
pK184	1602	0	0	0
pK184	1603	0	0	0
pK184	1604	0	0	0
pK184	1605	0	0	0
pK184	1606	0	0	0
pK184	1607	0	0	0
pK184	1608	0	0	0
pK184	1609	0	0	0
pK184	1610	0	0	0
pK184	1611	0	0	0
pK184	1612	0	0	0
pK184	1613	0	0	0
pK184	1614	0	0	0
pK184	1615	0	0	0
pK184	1616	0	0	0
pK184	1617	0	0	0
pK184	1618	0	0	0
pK184	1619	0	0	0
pK184	1620	0	0	0
pK184	1621	0	0	0
pK184	1622	0	0	0
pK184	1623	0	0	0
pK184	1624	0	0	0
pK184	1625	0	0	0
pK184	1626	0	0	0
pK184	1627	0	0	0
pK184	1628	0	0	0
pK184	1629	0	0	0
pK184	1630	0	0	0
pK184	1631	0	0	0
pK184	1632	0	0	0
pK184	1633	0	0	0
pK184	1634	0	0	0
pK184	1635	0	0	0
pK184	1636	0	0	0
pK184	1637	0	0	0
pK184	1638	0	0	0
pK184	1639	0	0	0
pK184	1640	0	0	0
pK184	1641	0	0	0
pK184	1642	0	0	0
pK184	1643	0	0	0
pK184	1644	0	0	0
pK184	1645	0	0	0
pK184	1646	0	0	0
pK184	1647	0	0	0
pK184	1648	0	0	0
pK184	1649	0	0	0
pK184	1650	0	0	0
pK184	1651	0	0	0
pK184	1652	0	0	0
pK184	1653	0	0	0
pK184	1654	0	0	0
pK184	1655	0	0	0
pK184	1656	0	0	0
pK184	1657	0	0	0
pK184	1658	0	0	0
pK184	1659	0	0	0
pK184	1660	0	0	0
pK184	1661	0	0	0
pK184	1662	0	0	0
pK184	1663	0	0	0
pK184	1664	0	0	0
pK184	1665	0	0	0
pK184	1666	0	0	0
pK184	1667	0	0	0
pK184	1668	0	0	0
pK184	1669	0	0	0
pK184	1670	0	0	0
pK184	1671	0	0	0
pK184	1672	0	0	0
pK184	1673	0	0	0
pK184	1674	0	0	0
pK184	1675	0	0	0
pK184	1676	0	0	0
pK184	1677	0	0	0
pK184	1678	0	0	0
pK184	1679	0	0	0
pK184	1680	0	0	0
pK184	1681	0	0	0
pK184	1682	0	0	0
pK184	1683	0	0	0
pK184	1684	0	0	0
pK184	1685	0	0	0
pK184	1686	0	0	0
pK184	1687	0	0	0
pK184	1688	0	0	0
pK184	1689	0	0	0
pK184	1690	0	0	0
pK184	1691	0	0	0
pK184	1692	0	0	0
pK184	1693	0	0	0
pK184	1694	0	0	0
pK184	1695	0	0	0
pK184	1696	0	0	0
pK184	1697	0	0	0
pK184	1698	0	0	0
pK184	1699	0	0	0
pK184	1700	0	0	0
pK184	1701	0	0	0
pK184	1702	0	0	0
pK184	1703	0	0	0
pK184	1704	0	0	0
pK184	1705	0	0	0
pK184	1706	0	0	0
pK184	1707	0	0	0
pK184	1708	0	0	0
pK184	1709	0	0	0
pK184	1710	0	0	0
pK184	1711	0	0	0
pK184	1712	0	0	0
pK184	1713	0	0	0
pK184	1714	0	0	0
pK184	1715	0	0	0
pK184	1716	0	0	0
pK184	1717	0	0	0
pK184	1718	0	0	0
pK184	1719	0	0	0
pK184	1720	0	0	0
pK184	1721	0	0	0
pK184	1722	0	0	0
pK184	1723	0	0	0
pK184	1724	0	0	0
pK184	1725	0	0	0
pK184	1726	0	0	0
pK184	1727	0	0	0
pK184	1728	0	0	0
pK184	1729	0	0	0
pK184	1730	0	0	0
pK184	1731	0	0	0
pK184	1732	0	0	0
pK184	1733	0	0	0
pK184	1734	0	0	0
pK184	1735	0	0	0
pK184	1736	0	0	0
pK184	1737	0	0	0
pK184	1738	0	0	0
pK184	1739	0	0	0
pK184	1740	0	0	0
pK184	1741	0	0	0
pK184	1742	0	0	0
pK184	1743	0	0	0
pK184	1744	0	0	0
pK184	1745	0	0	0
pK184	1746	0	0	0
pK184	1747	0	0	0
pK184	1748	0	0	0
pK184	1749	0	0	0
pK184	1750	0	0	0
pK184	1751	0	0	0
pK184	1752	0	0	0
pK184	1753	0	0	0
pK184	1754	0	0	0
pK184	1755	0	0	0
pK184	1756	0	0	0
pK184	1757	0	0	0
pK184	1758	0	0	0
pK184	1759	0	0	0
pK184	1760	0	0	0
pK184	1761	0	0	0
pK184	1762	0	0	0
pK184	1763	0	0	0
pK184	1764	0	0	0
pK184	1765	0	0	0
pK184	1766	0	0	0
pK184	1767	0	0	0
pK184	1768	0	0	0
pK184	1769	0	0	0
pK184	1770	0	0	0
pK184	1771	0	0	0
pK184	1772	0	0	0
pK184	1773	0	0	0
pK184	1774	0	0	0
pK184	1775	0	0	0
pK184	1776	0	0	0
pK184	1777	0	0	0
pK184	1778	0	0	0
pK184	1779	0	0	0
pK184	1780	0	0	0
pK184	1781	0	0	0
pK184	1782	0	0	0
pK184	1783	0	0	0
pK184	1784	0	0	0
pK184	1785	0	0	0
pK184	1786	0	0	0
pK184	1787	0	0	0
pK184	1788	0	0	0
pK184	1789	0	0	0
pK184	1790	0	0	0
pK184	1791	0	0	0
pK184	1792	0	0	0
pK184	1793	0	0	0
pK184	1794	0	0	0
pK184	1795	0	0	0
pK184	1796	0	0	0
pK184	1797	0	0	0
pK184	1798	0	0	0
pK184	1799	0	0	0
pK184	1800	0	0	0
pK184	1801	0	0	0
pK184	1802	0	0	0
pK184	1803	0	0	0
pK184	1804	0	0	0
pK184	1805	0	0	0
pK184	1806	0	0	0
pK184	1807	0	0	0
pK184	1808	0	0	0
pK184	1809	0	0	0
pK184	1810	0	0	0
pK184	1811	0	0	0
pK184	1812	0	0	0
pK184	1813	0	0	0
pK184	1814	0	0	0
pK184	1815	0	0	0
pK184	1816	0	0	0
pK184	1817	0	0	0
pK184	1818	0	0	0
pK184	1819	0	0	0
pK184	1820	0	0	0
pK184	1821	0	0	0
pK184	1822	0	0	0
pK184	1823	0	0	0
pK184	1824	0	0	0
pK184	1825	0	0	0
pK184	1826	0	0	0
pK184	1827	0	0	0
pK184	1828	0	0	0
pK184	1829	0	0	0
pK184	1830	0	0	0
pK184	1831	0	0	0
pK184	1832	0	0	0
pK184	1833	0	0	0
pK184	1834	0	0	0
pK184	1835	0	0	0
pK184	1836	0	0	0
pK184	1837	0	0	0
pK184	1838	0	0	0
pK184	1839	0	0	0
pK184	1840	0	0	0
pK184	1841	1	0	1
pK184	1842	0	0	0
pK184	1843	0	0	0
pK184	1844	0	0	0
pK184	1845	0	0	0
pK184	1846	0	0	0
pK184	1847	0	0	0
pK184	1848	0	0	0
pK184	1849	0	0	0
pK184	1850	0	0	0
pK184	1851	0	0	0
pK184	1852	0	0	0
pK184	1853	0	0	0
pK184	1854	0	0	0
pK184	1855	0	0	0
pK184	1856	0	0	0
pK184	1857	0	0	0
pK184	1858	0	0	0
pK184	1859	0	0	0
pK184	1860	0	0	0
pK184	1861	0	0	0
pK184	1862	0	0	0
pK184	1863	0	0	0
pK184	1864	0	0	0
pK184	1865	0	0	0
pK184	1866	0	0	0
pK184	1867	0	0	0
pK184	1868	3	0	3
pK184	1869	0	0	0
pK184	1870	0	0	0
pK184	1871	0	0	0
pK184	1872	0	0	0
pK184	1873	0	3	3
pK184	1874	0	0	0
pK184	1875	0	0	0
pK184	1876	0	0	0
pK184	1877	0	0	0
pK184	1878	0	0	0
pK184	1879	0	0	0
pK184	1880	0	0	0
pK184	1881	0	0	0
pK184	1882	0	0	0
pK184	1883	0	0	0
pK184	1884	0	0	0
pK184	1885	0	0	0
pK184	1886	0	0	0
pK184	1887	0	0	0
pK184	1888	2	0	2
pK184	1889	0	0	0
pK184	1890	0	0	0
pK184	1891	0	0	0
pK184	1892	0	0	0
pK184	1893	0	2	2
pK184	1894	0	0	0
pK184	1895	0	0	0
pK184	1896	0	0	0
pK184	1897	0	0	0
pK184	1898	0	0	0
pK184	1899	0	0	0
pK184	1900	0	0	0
pK184	1901	0	0	0
pK184	1902	0	0	0
pK184	1903	0	0	0
pK184	1904	0	0	0
pK184	1905	0	0	0
pK184	1906	0	0	0
pK184	1907	0	0	0
pK184	1908	0	0	0
pK184	1909	0	0	0
pK184	1910	0	0	0
pK184	1911	0	0	0
pK184	1912	0	0	0
pK184	1913	0	0	0
pK184	1914	0	0	0
pK184	1915	0	0	0
pK184	1916	0	0	0
pK184	1917	0	0	0
pK184	1918	0	0	0
pK184	1919	0	1	1
pK184	1920	0	1	1
pK184	1921	0	0	0
pK184	1922	0	0	0
pK184	1923	0	0	0
pK184	1924	0	0	0
pK184	1925	0	0	0
pK184	1926	0	0	0
pK184	1927	0	0	0
pK184	1928	0	0	0
pK184	1929	0	0	0
pK184	1930	0	0	0
pK184	1931	0	0	0
pK184	1932	0	0	0
pK184	1933	0	0	0
pK184	1934	0	0	0
pK184	1935	0	0	0
pK184	1936	0	0	0
pK184	1937	0	0	0
pK184	1938	1	0	1
pK184	1939	0	0	0
pK184	1940	0	0	0
pK184	1941	0	0	0
pK184	1942	0	0	0
pK184	1943	0	0	0
pK184	1944	0	0	0
pK184	1945	0	0	0
pK184	1946	0	0	0
pK184	1947	0	0	0
pK184	1948	0	0	0
pK184	1949	0	0	0
pK184	1950	0	0	0
pK184	1951	0	0	0
pK184	1952	0	0	0
pK184	1953	0	0	0
pK184	1954	0	0	0
pK184	1955	0	0	0
pK184	1956	0	0	0
pK184	1957	0	0	0
pK184	1958	0	0	0
pK184	1959	1	0	1
pK184	1960	0	0	0
pK184	1961	0	0	0
pK184	1962	0	0	0
pK184	1963	1	0	1
pK184	1964	0	0	0
pK184	1965	0	0	0
pK184	1966	0	0	0
pK184	1967	0	0	0
pK184	1968	0	0	0
pK184	1969	0	0	0
pK184	1970	0	0	0
pK184	1971	0	0	0
pK184	1972	0	0	0
pK184	1973	0	0	0
pK184	1974	0	0	0
pK184	1975	0	0	0
pK184	1976	0	0	0
pK184	1977	0	0	0
pK184	1978	0	0	0
pK184	1979	0	0	0
pK184	1980	0	0	0
pK184	1981	0	0	0
pK184	1982	0	0	0
pK184	1983	0	0	0
pK184	1984	0	0	0
pK184	1985	0	0	0
pK184	1986	0	0	0
pK184	1987	0	0	0
pK184	1988	0	0	0
pK184	1989	0	0	0
pK184	1990	0	0	0
pK184	1991	0	0	0
pK184	1992	0	0	0
pK184	1993	0	0	0
pK184	1994	0	0	0
pK184	1995	0	0	0
pK184	1996	0	0	0
pK184	1997	0	0	0
pK184	1998	0	0	0
pK184	1999	0	0	0
pK184	2000	0	0	0
pK184	2001	0	0	0
pK184	2002	0	0	0
pK184	2003	0	0	0
pK184	2004	0	0	0
pK184	2005	0	0	0
pK184	2006	0	0	0
pK184	2007	0	0	0
pK184	2008	0	0	0
pK184	2009	0	0	0
pK184	2010	0	0	0
pK184	2011	0	0	0
pK184	2012	0	0	0
pK184	2013	0	0	0
pK184	2014	0	0	0
pK184	2015	0	0	0
pK184	2016	0	0	0
pK184	2017	0	0	0
pK184	2018	0	0	0
pK184	2019	0	0	0
pK184	2020	0	0	0
pK184	2021	0	0	0
pK184	2022	0	0	0
pK184	2023	0	0	0
pK184	2024	1	0	1
pK184	2025	0	0	0
pK184	2026	0	0	0
pK184	2027	0	0	0
pK184	2028	0	0	0
pK184	2029	0	3	3
pK184	2030	0	0	0
pK184	2031	0	0	0
pK184	2032	0	0	0
pK184	2033	0	0	0
pK184	2034	0	0	0
pK184	2035	0	0	0
pK184	2036	0	0	0
pK184	2037	0	0	0
pK184	2038	0	0	0
pK184	2039	0	0	0
pK184	2040	0	0	0
pK184	2041	0	0	0
pK184	2042	0	0	0
pK184	2043	0	0	0
pK184	2044	0	0	0
pK184	2045	1	0	1
pK184	2046	0	0	0
pK184	2047	0	0	0
pK184	2048	0	0	0
pK184	2049	0	0	0
pK184	2050	0	0	0
pK184	2051	0	0	0
pK184	2052	0	0	0
pK184	2053	0	0	0
pK184	2054	0	0	0
pK184	2055	0	0	0
pK184	2056	0	0	0
pK184	2057	0	0	0
pK184	2058	0	0	0
pK184	2059	0	0	0
pK184	2060	0	0	0
pK184	2061	0	0	0
pK184	2062	0	0	0
pK184	2063	0	0	0
pK184	2064	0	0	0
pK184	2065	0	0	0
pK184	2066	0	0	0
pK184	2067	0	0	0
pK184	2068	0	0	0
pK184	2069	0	0	0
pK184	2070	0	0	0
pK184	2071	0	0	0
pK184	2072	0	0	0
pK184	2073	0	0	0
pK184	2074	0	0	0
pK184	2075	0	0	0
pK184	2076	0	0	0
pK184	2077	0	0	0
pK184	2078	0	0	0
pK184	2079	0	0	0
pK184	2080	0	0	0
pK184	2081	0	0	0
pK184	2082	0	0	0
pK184	2083	0	0	0
pK184	2084	0	0	0
pK184	2085	0	0	0
pK184	2086	0	0	0
pK184	2087	0	0	0
pK184	2088	0	0	0
pK184	2089	0	0	0
pK184	2090	0	0	0
pK184	2091	0	0	0
pK184	2092	3	0	3
pK184	2093	1	0	1
pK184	2094	0	0	0
pK184	2095	0	0	0
pK184	2096	0	0	0
pK184	2097	0	2	2
pK184	2098	0	0	0
pK184	2099	0	0	0
pK184	2100	0	0	0
pK184	2101	0	0	0
pK184	2102	0	0	0
pK184	2103	0	0	0
pK184	2104	0	0	0
pK184	2105	0	0	0
pK184	2106	0	0	0
pK184	2107	0	0	0
pK184	2108	0	0	0
pK184	2109	0	0	0
pK184	2110	0	0	0
pK184	2111	0	0	0
pK184	2112	0	0	0
pK184	2113	0	1	1
pK184	2114	0	0	0
pK184	2115	0	0	0
pK184	2116	0	0	0
pK184	2117	0	0	0
pK184	2118	0	0	0
pK184	2119	0	1	1
pK184	2120	0	0	0
pK184	2121	0	0	0
pK184	2122	0	0	0
pK184	2123	0	0	0
pK184	2124	1	0	1
pK184	2125	0	0	0
pK184	2126	0	0	0
pK184	2127	0	0	0
pK184	2128	0	0	0
pK184	2129	0	0	0
pK184	2130	0	0	0
pK184	2131	0	1	1
pK184	2132	0	0	0
pK184	2133	0	0	0
pK184	2134	0	0	0
pK184	2135	0	0	0
pK184	2136	0	0	0
pK184	2137	0	0	0
pK184	2138	0	0	0
pK184	2139	0	0	0
pK184	2140	0	0	0
pK184	2141	0	0	0
pK184	2142	0	0	0
pK184	2143	0	0	0
pK184	2144	0	0	0
pK184	2145	0	0	0
pK184	2146	0	0	0
pK184	2147	0	0	0
pK184	2148	0	0	0
pK184	2149	0	0	0
pK184	2150	0	0	0
pK184	2151	0	0	0
pK184	2152	0	1	1
pK184	2153	0	0	0
pK184	2154	0	0	0
pK184	2155	0	0	0
pK184	2156	0	0	0
pK184	2157	0	0	0
pK184	2158	0	0	0
pK184	2159	0	0	0
pK184	2160	0	1	1
pK184	2161	0	0	0
pK184	2162	0	0	0
pK184	2163	0	0	0
pK184	2164	1	0	1
pK184	2165	0	0	0
pK184	2166	0	0	0
pK184	2167	0	0	0
pK184	2168	0	0	0
pK184	2169	0	0	0
pK184	2170	0	0	0
pK184	2171	0	0	0
pK184	2172	0	0	0
pK184	2173	0	0	0
pK184	2174	0	0	0
pK184	2175	0	0	0
pK184	2176	0	0	0
pK184	2177	0	0	0
pK184	2178	0	0	0
pK184	2179	0	0	0
pK184	2180	0	0	0
pK184	2181	0	0	0
pK184	2182	0	0	0
pK184	2183	0	0	0
pK184	2184	0	0	0
pK184	2185	0	0	0
pK184	2186	0	0	0
pK184	2187	0	0	0
pK184	2188	0	0	0
pK184	2189	0	0	0
pK184	2190	0	0	0
pK184	2191	0	0	0
pK184	2192	0	0	0
pK184	2193	0	0	0
pK184	2194	0	0	0
pK184	2195	0	0	0
pK184	2196	0	0	0
pK184	2197	0	0	0
pK184	2198	0	0	0
pK184	2199	0	0	0
pK184	2200	0	0	0
pK184	2201	0	0	0
pK184	2202	0	0	0
pK184	2203	0	0	0
pK184	2204	0	0	0
pK184	2205	0	0	0
pK184	2206	0	0	0
pK184	2207	2	0	2
pK184	2208	0	0	0
pK184	2209	0	0	0
pK184	2210	0	0	0
pK184	2211	0	0	0
pK184	2212	0	2	2
pK184	2213	0	0	0
pK184	2214	0	0	0
pK184	2215	0	0	0
pK184	2216	0	0	0
pK184	2217	0	0	0
pK184	2218	0	0	0
pK184	2219	0	1	1
pK184	2220	0	0	0
pK184	2221	0	0	0
pK184	2222	0	0	0
pK184	2223	0	0	0
pK184	2224	0	0	0
pK184	2225	0	0	0
pK184	2226	0	0	0
